GB801091116,5111091297
GB801161781,19281012717
GB801091119,9221008648
DB801990213,5111002641
GB801010103,5031012239
GB802140010,24221049860
DB801920227,0011923226-0302
GB801111297,5111101213-50301
GB801000671,9221006686
GB801111292,9171005773
GB801111295,5141047743
GB801000676,19281002098
GB801000674,9221006739
GB801000679,9181004648
GB801091000,922100966
GB801161794,19261009880
DB801990438,9171001367
GB801091007,5031037837
GB801070763,5171017862
GB801161792,18071045614
GB801161793,18071026010
GB801202058,001024194
GB801931721,5171017871
GB801151725,000323237
GB801151720,17121009539
GB801000683,9211010752
GB801070792,5111047158
GB801070791,5031028268
GB801161764,21131006450
GB801101218,5141043667
GB801101215,9191005254
GB801101213,9221015113
GB801020243,9221009237
GB801091100,9221019707
GB801161779,18071036142
GB801960483,19261002423
GB801941864,5171017871
GB801101211,5031025314
GB801091101,9221013446
GB801091104,5031022380
GB801161771,17141004783
GB801101208,5031043330
DB801130895,17121008457
GB801151749,17111014846
GB801101205,5031043312
GB801192016,000999327
GB801020254,9221007569
DB801980569,9211006437
DB801141663,18071014735
GB801000102,9151013800
GB801950424,19281003542
GB801020192,5141014314
DB801910975,9151002689
DB801000155,5151003245
GB801101200,21612180204
GB801960476,9221003803
GB801900040,19281001975
GB801960468,9221003732
GB801960105,515100257
GB801010026,9211012723
GB801010027,922100462
DB802100011,2051051018
GB801141610,19281012766
GB801990609,9225000086
GB801010036,9181004461
GB801990606,19281011222
GB801990607,9211009844
GB801141605,17111019993
GB801080882,5171008738
GB801910083,9211001405
GB801080886,0002829140102
GB801000684,9225000148
GB801000685,9221005516
GB801950402,9221005794
GB801000689,9221006748
GB801070758,5171004554
GB801070751,5171007481
GB801070754,5031026607
GB801181179,17141021233
GB801960448,9221003135
GB801202048,000909293
GB801990615,9211009657
GB801010489,9221003894
GB801141632,19061113339
GB801010128,21211001117
GB801141634,17141015292
GB801141635,18071041159
GB801950411,9221003126
GB801060702,5151010905
GB801990614,922100555
GB801000697,9221005437
GB801020186,9221008363
GB801000696,9221007042
DB801000062,18071012192
DB801980539,9221004063
DB802190013,001170811
GB801070741,5111042082
GB801010140,9211011733
GB801990628,9221005491
GB801151668,19281009192
GB801151665,18071043593
GB801141625,17111005604
GB801091073,5031037739
DB801140897,19261005095
GB801091077,5001029436
GB801091079,17141006465
GB801010074,9221007621
DB801120805,5171011939
GB801010075,9211012705
GB801010076,17111005547
GB801060682,5141024642
GB801990638,00331155-0204
GB801990639,9211010155
GB801000271,5151005430
GB801151699,18101034000
GB802120005,2121065175
GB802120004,2121066370
GB801091081,5141032599
GB801151693,21091009222
DB801070337,9201006937
GB801091083,5131002113
DB801950382,9211004028
GB801091084,000284843
GB801900014,9221000995
GB801091088,9221016194
GB801010082,19281002924
GB801010083,9221007266
GB801010084,9191002774
GB801010085,9211011305
GB802160010,24081019580
GB802160012,24061006889
GB802160011,24011052439
GB801100654,5171010690
GB801141644,17141021035
GB801990644,19261003736
GB801990645,18061015247
GB801990646,9211009728
GB801131510,19261017769
GB802150003,24091075573
GB801131514,17181007928
GB801131513,21121002155
GB802150006,24011062214
GB801141560,21091007010
DB802090014,2051061454
GB801010047,9181004595
GB801141553,18051016650
GB801990655,18071034048
GB801990658,19281010653
GB801131502,21091008885
GB801131504,21091005006
GB801050551,9221011144
GB801900030,9211001423
GB801010056,9221007989
GB801980750,9221001155
GB801141546,17111022005
GB801141549,19281008870
GB801091151,9181012862
GB801091153,5031028696
GB801091031,18081006754
GB801181912,17141020797
GB801091154,5031042386
GB801091035,0011100077-0204
DB801171116,18061015619
DB801000675,5111097898
GB801141573,17141020946
DB801151740,19281005554
GB801100624,9221017576
GB801040513,5111116010
GB801141577,18051015835
GB801181914,000154466
GB801091041,9221018548
GB801920167,9211001931
GB801091040,9221017371
GB801131523,19281011206
GB801091047,5141027603
GB801920162,9211010609
GB801141571,19261010756
GB801040503,5031015110
GB801141563,18071037447
GB801141564,19281008665
GB801141566,18071039898
GB801181903,000182004
GB801191943,000381259
GB801181908,000131929
GB801181909,000355181
DB801010139,9181003364
GB801921167,00914436-0401
GB801191937,000133779
GB801050625,9221013561
GB801091133,5031045178
GB801091134,5141036256
GB801920196,9211000317
GB801050620,5031021586
GB801060661,5171006286
GB801910156,9221001173
DB801090563,9221015603
GB801910152,9211005615
GB801060667,5031022433
GB801990592,9231035298
GB801990594,9211006106
GB801970501,9221004036
DB801010125,9181005718
GB801091020,5141031778
GB801980548,9251008137
GB801091025,5031029089
GB801980546,9221004571
GB801970509,92-1003607
GB801920181,9221001949
GB801050631,5031020220
GB801141584,16151003972
DB801090573,5031027562
EZ801970034,17121001296
GB801990222,5031010419
GB802140006,24221050710
GB801990223,5171012233
GB802140009,24151000339
GB801910140,9211002431
GB801970511,9211005125
GB801970512,9211005250
DB801030285,9171002927
GB801110752,5141047681
GB801920494,9211012028
DB801910097,918100712
GB801121405,18071026655
GB801121407,9221016452
GB801191996,19251047016
GB801970520,9221003536
DB801030154,5161035157
GB801992431,5031018340
GB801970525,9271003577
GB801920247,19261000724
DB801150988,180710350094
GB802170003,24141016098
DB801191295,21121003160
GB802170004,000517002
DB801150983,18031005880
GB801980564,19281001512
GB801980574,5171006357
GB801121410,9221019823
GB801952081,5081001941
GB801121413,21011042386
GB801992426,5021029044
GB801131475,18071038840
GB801080915,18051014002
GB801970534,9211005385
GB801181931,18091023153
GB801131478,18101021980
GB801191979,001498768
DB801970145,18041002140
GB802090016,2101021214
GB801980577,9221004722
GB801910109,9211000549
GB801040416,9221009987
GB801980582,9221004802
GB801040413,9211017899
GB801930289,21061000227
DB801040198,5141014733
GB801910115,9211000512
GB801191976,18071012820
GB801080911,9221008292
GB801191974,18021050003
GB801040412,9211016630
GB801191972,01108553
GB801080904,5141029898
DB801950440,9181002463
GB801080906,19041039406
GB801080909,9181013950
GB801980588,9211006375
GB801910102,9211001487
GB801910103,5031011515
GB801121436,5031063923
GB802090008,2011295287
DB801121393,5141052308
GB801920210,9221001592
GB801900842,5021005113
GB802110001,2011379393
DB801191243,904652
GB801121452,5031057280
GB802110007,0001215714-0505
GB801121451,5171017675
GB801930269,19261001037
DB801040170,5081005652
GB801131486,18071023314
GB801050577,5151011067
GB801050579,9221008407
GB801050570,5031021032
GB801050573,5111038569
DB801191257,000607537
GB801982312,9121015856
GB801121456,21121002130
DB801960293,18011056705
GB801171833,19261011036
GB801121454,18061013143
GB801121453,19281010927
GB801930279,9211000852
GB801040467,9211022142
GB801111305,5031057048
GB801091096,5031038836
GB801111300,5031029908
GB801920237,9211000825
GB801091099,5141034524
GB802010021,2011129546
DB802080014,2051044232
DB801191224,21011003297
DB801191225,17141021977
GB802160001,24081019334
DB801091136,5171007953
GB802160005,24091080110
GB801920225,21121002189
GB801030400,00536168-0204
GB801962186,18111040880
GB801830043,9211001539
GB801111319,19261008362
GB801121362,5171007258
GB801050597,18071012069
GB801121357,5151015580
GB802120019,24221024673
GB801930012,5151002353
GB801121358,000281673
GB801840197,18041029342
GB801111321,5031036188
GB801920219,9211002538
GB802120015,2121066968 000923588-0506
GB801111329,5031058635
GB801111323,9221010136
GB801000701,9221000959
DB801010714,9211026969
GB801161821,19281007584
GB801111322,5151031562
GB802040015,2011177155
GB801000705,9221005605
GB801000706,9221002252
GB801000703,9221006702
GB801000704,9225000120
DB801100638,21121001082
GB801000707,9221006141
GB801121366,5141049867
GB801010740,9221006784
GB801980165,5171001708
DB801110678,5111089674
GB801010744,9181005530
GB801111330,5171007515
GB801080852,9221015319
GB801080851,5141034828
GB801080971,9221016390
GB801970487,9221003885
GB801080849,5031029748
GB801940031,17111002072
GB801080848,5141028318
GB801111334,5031027116
GB801952118,5621612178
GB801111336,18071034709
GB801000710,9221007355
GB801121381,5111091705
GB801000717,9181003925
GB801121380,5141047155
DB801110693,5141043916
GB801101196,5031049799
GB801121384,9221007284
GB802190007,581658
GB801121376,9181012345
GB802190002,1528116
GB801970491,9221003821
GB801970494,9181002258
GB801970496,9211005018
GB801080965,18061005909
GB801080964,18101026129
DB801980367,5101012953
GB801181896,18071046562
GB801101180,9201010325
GB801080879,5141032955
DB802050004,2011182292
GB801111347,92210175353
DB801010734,9221007694
GB801111346,18071034253
GB801121397,5171017568
GB801181892,000413348
GB801121394,5141033277
GB801910996,5021002937
GB801171841,171101007510
GB801080991,18081005772
GB801010721,9221007701
GB801940359,9221002500
GB801171845,17141025564
GB801010726,19281001868
GB801191217,000230829
GB801880645,9221005623
GB801080998,5141032401
GB801970146,5031007209
GB801950056,5171000889
GB801080868,5031027875
GB801111356,5031054693
GB801040492,5151007786
DB801121423,5031059778
GB801101179,9201009140
GB801030323,9211012073
